,date,uid,sku,price,device,gender,country,age
2253,2017-11-20,32964917,sku_two_299,299,iOS,F,USA,16
2254,2017-12-01,32964917,sku_one_199,199,iOS,F,USA,16
2255,2018-01-03,32964917,sku_two_299,299,iOS,F,USA,16
2256,2016-01-14,32964917,sku_four_599,599,iOS,F,USA,16
2257,2016-02-12,32964917,sku_one_199,199,iOS,F,USA,16
2258,2016-06-04,32964917,sku_four_599,599,iOS,F,USA,16
2259,2016-09-30,32964917,sku_four_599,599,iOS,F,USA,16
2260,2017-02-07,32964917,sku_two_299,299,iOS,F,USA,16
2261,2017-06-20,32964917,sku_eight_2099,99,iOS,F,USA,16
2262,2017-08-31,32964917,sku_four_599,599,iOS,F,USA,16
2263,2017-10-31,32964917,sku_one_199,199,iOS,F,USA,16
2264,2017-11-22,32964917,sku_two_299,299,iOS,F,USA,16
2265,2018-02-17,32964917,sku_one_199,199,iOS,F,USA,16
2266,2018-02-28,32964917,sku_three_499,499,iOS,F,USA,16
2267,2015-10-13,48540649,sku_four_599,599,iOS,M,USA,16
2268,2016-03-27,48540649,sku_four_599,599,iOS,M,USA,16
2269,2015-09-17,48540649,sku_five_899,899,iOS,M,USA,16
2270,2016-02-03,48540649,sku_four_599,599,iOS,M,USA,16
2271,2016-04-17,48540649,sku_two_299,299,iOS,M,USA,16
2272,2016-06-23,48540649,sku_four_599,599,iOS,M,USA,16
2273,2017-01-28,48540649,sku_three_499,499,iOS,M,USA,16
2274,2017-04-23,48540649,sku_three_499,499,iOS,M,USA,16
2275,2017-05-06,48540649,sku_two_299,299,iOS,M,USA,16
2276,2017-10-24,48540649,sku_five_899,899,iOS,M,USA,16
2277,2018-01-31,48540649,sku_one_199,199,iOS,M,USA,16
2278,2018-03-13,48540649,sku_one_199,199,iOS,M,USA,16
2279,2017-05-24,26364682,sku_three_499,499,iOS,M,BRA,23
2280,2017-09-11,26364682,sku_three_499,499,iOS,M,BRA,23
2281,2017-06-09,26364682,sku_two_299,299,iOS,M,BRA,23
2282,2017-10-21,38078004,sku_three_499,499,iOS,F,TUR,21
2283,2018-03-25,38078004,sku_five_899,899,iOS,F,TUR,21
2284,2017-06-06,38078004,sku_four_599,599,iOS,F,TUR,21
2285,2017-06-08,38078004,sku_one_199,199,iOS,F,TUR,21
2286,2018-02-26,38078004,sku_three_499,499,iOS,F,TUR,21
2287,2018-03-11,38078004,sku_four_599,599,iOS,F,TUR,21
2288,2018-03-23,38078004,sku_two_299,299,iOS,F,TUR,21
2289,2018-04-18,38078004,sku_four_599,599,iOS,F,TUR,21
2290,2017-06-28,60958477,sku_two_299,299,android,M,FRA,15
2291,2017-07-20,60958477,sku_one_199,199,android,M,FRA,15
2292,2017-10-13,60958477,sku_one_199,199,android,M,FRA,15
2293,2017-10-25,60958477,sku_one_199,199,android,M,FRA,15
2294,2017-10-14,60958477,sku_five_899,899,android,M,FRA,15
2295,2018-04-03,60958477,sku_three_499,499,android,M,FRA,15
2296,2016-04-14,42752584,sku_four_599,599,iOS,F,BRA,37
2297,2016-11-10,42752584,sku_three_499,499,iOS,F,BRA,37
2298,2016-11-13,42752584,sku_five_899,899,iOS,F,BRA,37
2299,2017-07-29,42752584,sku_three_499,499,iOS,F,BRA,37
2300,2017-08-21,42752584,sku_one_199,199,iOS,F,BRA,37
2301,2017-11-03,42752584,sku_one_199,199,iOS,F,BRA,37
2302,2018-01-09,42752584,sku_three_499,499,iOS,F,BRA,37
2303,2018-01-26,42752584,sku_four_599,599,iOS,F,BRA,37
2304,2018-03-10,42752584,sku_three_499,499,iOS,F,BRA,37
2305,2016-08-05,17910018,sku_one_199,199,android,F,TUR,17
2306,2016-09-20,17910018,sku_four_599,599,android,F,TUR,17
2307,2016-10-04,17910018,sku_eight_2099,99,android,F,TUR,17
2308,2016-10-20,17910018,sku_eight_2099,99,android,F,TUR,17
2309,2016-10-27,17910018,sku_four_599,599,android,F,TUR,17
2310,2016-10-28,17910018,sku_one_199,199,android,F,TUR,17
2311,2016-11-14,17910018,sku_two_299,299,android,F,TUR,17
2312,2016-12-23,17910018,sku_four_599,599,android,F,TUR,17
2313,2017-07-29,17910018,sku_three_499,499,android,F,TUR,17
2314,2017-11-13,17910018,sku_one_199,199,android,F,TUR,17
2315,2017-08-20,17910018,sku_two_299,299,android,F,TUR,17
2316,2017-08-26,17910018,sku_four_599,599,android,F,TUR,17
2317,2017-12-21,17910018,sku_four_599,599,android,F,TUR,17
2318,2018-04-05,17910018,sku_two_299,299,android,F,TUR,17
2319,2018-04-18,17910018,sku_two_299,299,android,F,TUR,17
2320,2017-10-26,62055061,sku_one_199,199,android,F,BRA,16
2321,2018-01-08,62055061,sku_four_599,599,android,F,BRA,16
2322,2018-02-27,62055061,sku_four_599,599,android,F,BRA,16
2323,2018-03-02,62055061,sku_two_299,299,android,F,BRA,16
2324,2016-05-12,55859187,sku_three_499,499,iOS,F,BRA,16
2325,2016-11-20,55859187,sku_four_599,599,iOS,F,BRA,16
2326,2016-12-09,55859187,sku_seven_1499,499,iOS,F,BRA,16
2327,2016-10-02,55859187,sku_one_199,199,iOS,F,BRA,16
2328,2017-03-28,55859187,sku_three_499,499,iOS,F,BRA,16
2329,2017-10-03,55859187,sku_one_199,199,iOS,F,BRA,16
2330,2018-03-15,55859187,sku_two_299,299,iOS,F,BRA,16
2331,2018-03-22,55859187,sku_five_899,899,iOS,F,BRA,16
2332,2017-03-28,64065390,sku_one_199,199,android,F,USA,26
2333,2017-06-26,64065390,sku_one_199,199,android,F,USA,26
2334,2017-09-08,64065390,sku_one_199,199,android,F,USA,26
2335,2017-09-29,64065390,sku_one_199,199,android,F,USA,26
2336,2016-09-30,64065390,sku_three_499,499,android,F,USA,26
2337,2017-01-13,64065390,sku_three_499,499,android,F,USA,26
2338,2016-08-18,77421726,sku_one_199,199,android,F,USA,20
2339,2017-07-06,77421726,sku_three_499,499,android,F,USA,20
2340,2018-04-01,77421726,sku_three_499,499,android,F,USA,20
2341,2016-07-02,77421726,sku_three_499,499,android,F,USA,20
2342,2016-07-05,77421726,sku_two_299,299,android,F,USA,20
2343,2016-07-23,77421726,sku_four_599,599,android,F,USA,20
2344,2017-07-02,77421726,sku_three_499,499,android,F,USA,20
2345,2017-11-18,77421726,sku_two_299,299,android,F,USA,20
2346,2017-11-20,77421726,sku_three_499,499,android,F,USA,20
2347,2018-03-21,77421726,sku_three_499,499,android,F,USA,20
2348,2018-04-01,77421726,sku_one_199,199,android,F,USA,20
2349,2018-04-04,77421726,sku_six_1299,299,android,F,USA,20
2350,2018-04-16,77421726,sku_one_199,199,android,F,USA,20
2351,2017-06-18,13651703,sku_two_299,299,iOS,M,BRA,37
2352,2018-02-05,89515095,sku_two_299,299,iOS,M,USA,28
2353,2017-05-20,89515095,sku_five_899,899,iOS,M,USA,28
2354,2017-06-27,89515095,sku_four_599,599,iOS,M,USA,28
2355,2017-12-16,89515095,sku_four_599,599,iOS,M,USA,28
2356,2018-01-05,89515095,sku_three_499,499,iOS,M,USA,28
2357,2018-01-18,89515095,sku_three_499,499,iOS,M,USA,28
2358,2018-01-31,89515095,sku_five_899,899,iOS,M,USA,28
2359,2018-04-11,28014844,sku_two_299,299,iOS,M,CAN,32
2360,2017-06-11,75003471,sku_four_599,599,android,M,CAN,30
2361,2017-07-09,75003471,sku_four_599,599,android,M,CAN,30
2362,2018-01-13,75003471,sku_four_599,599,android,M,CAN,30
2363,2017-06-14,75003471,sku_two_299,299,android,M,CAN,30
2364,2017-10-04,75003471,sku_four_599,599,android,M,CAN,30
2365,2018-02-20,75003471,sku_one_199,199,android,M,CAN,30
2366,2018-03-24,75003471,sku_four_599,599,android,M,CAN,30
2367,2016-07-16,89224564,sku_four_599,599,iOS,F,BRA,33
2368,2016-09-19,89224564,sku_seven_1499,499,iOS,F,BRA,33
2369,2016-09-26,89224564,sku_one_199,199,iOS,F,BRA,33
2370,2016-11-04,89224564,sku_five_899,899,iOS,F,BRA,33
2371,2016-11-14,89224564,sku_two_299,299,iOS,F,BRA,33
2372,2016-12-05,89224564,sku_three_499,499,iOS,F,BRA,33
2373,2017-01-21,89224564,sku_three_499,499,iOS,F,BRA,33
2374,2017-06-04,89224564,sku_three_499,499,iOS,F,BRA,33
2375,2017-10-17,89224564,sku_three_499,499,iOS,F,BRA,33
2376,2017-11-11,89224564,sku_two_299,299,iOS,F,BRA,33
2377,2016-09-24,89224564,sku_two_299,299,iOS,F,BRA,33
2378,2017-01-06,89224564,sku_one_199,199,iOS,F,BRA,33
2379,2017-02-13,89224564,sku_three_499,499,iOS,F,BRA,33
2380,2017-06-17,89224564,sku_four_599,599,iOS,F,BRA,33
2381,2018-02-22,59035623,sku_seven_1499,499,android,M,TUR,26
2382,2018-03-20,59035623,sku_four_599,599,android,M,TUR,26
2383,2018-04-17,59035623,sku_three_499,499,android,M,TUR,26
2384,2018-04-14,62726425,sku_two_299,299,android,M,FRA,15
2385,2018-03-16,62726425,sku_six_1299,299,android,M,FRA,15
2386,2016-04-21,59874494,sku_six_1299,299,iOS,M,CAN,15
2387,2016-08-16,59874494,sku_two_299,299,iOS,M,CAN,15
2388,2016-10-25,59874494,sku_three_499,499,iOS,M,CAN,15
2389,2017-04-24,59874494,sku_one_199,199,iOS,M,CAN,15
2390,2017-09-28,59874494,sku_five_899,899,iOS,M,CAN,15
2391,2017-10-10,59874494,sku_three_499,499,iOS,M,CAN,15
2392,2016-07-07,59874494,sku_four_599,599,iOS,M,CAN,15
2393,2016-11-08,59874494,sku_eight_2099,99,iOS,M,CAN,15
2394,2016-11-12,59874494,sku_four_599,599,iOS,M,CAN,15
2395,2016-11-22,59874494,sku_two_299,299,iOS,M,CAN,15
2396,2016-12-12,59874494,sku_one_199,199,iOS,M,CAN,15
2397,2017-05-15,59874494,sku_two_299,299,iOS,M,CAN,15
2398,2017-10-10,59874494,sku_three_499,499,iOS,M,CAN,15
2399,2016-03-14,64900710,sku_four_599,599,android,M,BRA,36
2400,2016-07-27,64900710,sku_two_299,299,android,M,BRA,36
2401,2017-04-27,64900710,sku_six_1299,299,android,M,BRA,36
2402,2016-03-03,64900710,sku_two_299,299,android,M,BRA,36
2403,2016-03-09,64900710,sku_one_199,199,android,M,BRA,36
2404,2016-03-10,64900710,sku_seven_1499,499,android,M,BRA,36
2405,2016-03-13,64900710,sku_four_599,599,android,M,BRA,36
2406,2016-08-22,64900710,sku_one_199,199,android,M,BRA,36
2407,2016-12-24,64900710,sku_two_299,299,android,M,BRA,36
2408,2017-06-12,64900710,sku_two_299,299,android,M,BRA,36
2409,2017-06-27,64900710,sku_two_299,299,android,M,BRA,36
2410,2017-07-27,64900710,sku_one_199,199,android,M,BRA,36
2411,2017-12-20,64900710,sku_four_599,599,android,M,BRA,36
2412,2018-02-06,64900710,sku_two_299,299,android,M,BRA,36
2413,2016-06-27,19016257,sku_two_299,299,iOS,F,FRA,18
2414,2016-12-14,19016257,sku_four_599,599,iOS,F,FRA,18
2415,2017-03-03,19016257,sku_two_299,299,iOS,F,FRA,18
2416,2017-04-05,19016257,sku_three_499,499,iOS,F,FRA,18
2417,2017-06-04,19016257,sku_one_199,199,iOS,F,FRA,18
2418,2017-08-14,19016257,sku_four_599,599,iOS,F,FRA,18
2419,2018-03-11,19016257,sku_one_199,199,iOS,F,FRA,18
2420,2018-03-16,19016257,sku_three_499,499,iOS,F,FRA,18
2421,2018-03-24,19016257,sku_four_599,599,iOS,F,FRA,18
2422,2018-03-30,19016257,sku_three_499,499,iOS,F,FRA,18
2423,2015-12-01,19016257,sku_three_499,499,iOS,F,FRA,18
2424,2015-12-22,19016257,sku_two_299,299,iOS,F,FRA,18
2425,2017-01-06,19016257,sku_eight_2099,99,iOS,F,FRA,18
2426,2018-01-03,19016257,sku_one_199,199,iOS,F,FRA,18
2427,2017-02-11,60780981,sku_two_299,299,android,F,BRA,15
2428,2017-02-24,60780981,sku_one_199,199,android,F,BRA,15
2429,2017-07-01,60780981,sku_five_899,899,android,F,BRA,15
2430,2017-09-17,60780981,sku_two_299,299,android,F,BRA,15
2431,2017-10-30,60780981,sku_four_599,599,android,F,BRA,15
2432,2018-03-19,60780981,sku_one_199,199,android,F,BRA,15
2433,2018-03-27,60780981,sku_four_599,599,android,F,BRA,15
2434,2017-09-11,60780981,sku_four_599,599,android,F,BRA,15
2435,2016-11-02,44749053,sku_four_599,599,android,M,USA,21
2436,2017-09-21,44749053,sku_eight_2099,99,android,M,USA,21
2437,2017-10-25,44749053,sku_three_499,499,android,M,USA,21
2438,2016-12-01,44749053,sku_one_199,199,android,M,USA,21
2439,2017-02-08,44749053,sku_eight_2099,99,android,M,USA,21
2440,2017-03-07,44749053,sku_eight_2099,99,android,M,USA,21
2441,2017-08-10,92796239,sku_one_199,199,iOS,M,BRA,21
2442,2018-03-25,92796239,sku_one_199,199,iOS,M,BRA,21
2443,2018-04-04,92796239,sku_six_1299,299,iOS,M,BRA,21
2444,2017-03-22,92796239,sku_six_1299,299,iOS,M,BRA,21
2445,2017-05-25,92796239,sku_two_299,299,iOS,M,BRA,21
2446,2017-08-24,92796239,sku_three_499,499,iOS,M,BRA,21
2447,2017-11-26,92796239,sku_four_599,599,iOS,M,BRA,21
2448,2017-12-03,92796239,sku_two_299,299,iOS,M,BRA,21
2449,2018-03-05,92796239,sku_one_199,199,iOS,M,BRA,21
2450,2018-04-20,92796239,sku_four_599,599,iOS,M,BRA,21
2451,2016-08-28,89378183,sku_two_299,299,iOS,M,USA,22
2452,2016-10-13,89378183,sku_one_199,199,iOS,M,USA,22
2453,2016-11-20,89378183,sku_one_199,199,iOS,M,USA,22
2454,2016-12-28,89378183,sku_six_1299,299,iOS,M,USA,22
2455,2017-01-10,89378183,sku_five_899,899,iOS,M,USA,22
2456,2017-01-12,89378183,sku_two_299,299,iOS,M,USA,22
2457,2017-05-10,89378183,sku_two_299,299,iOS,M,USA,22
2458,2017-08-21,89378183,sku_six_1299,299,iOS,M,USA,22
2459,2017-10-07,89378183,sku_three_499,499,iOS,M,USA,22
2460,2017-10-22,89378183,sku_one_199,199,iOS,M,USA,22
2461,2018-03-18,89378183,sku_six_1299,299,iOS,M,USA,22
2462,2016-10-12,89378183,sku_four_599,599,iOS,M,USA,22
2463,2017-02-01,89378183,sku_two_299,299,iOS,M,USA,22
2464,2017-10-19,89378183,sku_two_299,299,iOS,M,USA,22
2465,2018-01-06,89378183,sku_three_499,499,iOS,M,USA,22
2466,2015-08-30,13396820,sku_one_199,199,android,F,TUR,15
2467,2015-11-17,13396820,sku_four_599,599,android,F,TUR,15
2468,2016-01-15,13396820,sku_four_599,599,android,F,TUR,15
2469,2016-04-25,13396820,sku_two_299,299,android,F,TUR,15
2470,2017-11-04,13396820,sku_one_199,199,android,F,TUR,15
2471,2018-01-27,13396820,sku_four_599,599,android,F,TUR,15
2472,2015-07-29,13396820,sku_four_599,599,android,F,TUR,15
2473,2015-10-15,13396820,sku_four_599,599,android,F,TUR,15
2474,2016-10-08,13396820,sku_three_499,499,android,F,TUR,15
2475,2017-02-28,13396820,sku_three_499,499,android,F,TUR,15
2476,2017-07-16,13396820,sku_four_599,599,android,F,TUR,15
2477,2017-07-20,13396820,sku_three_499,499,android,F,TUR,15
2478,2017-07-29,13396820,sku_two_299,299,android,F,TUR,15
2479,2017-11-10,13396820,sku_four_599,599,android,F,TUR,15
2480,2018-02-06,13396820,sku_five_899,899,android,F,TUR,15
2481,2016-11-19,20031767,sku_two_299,299,android,F,BRA,25
2482,2016-12-22,20031767,sku_two_299,299,android,F,BRA,25
2483,2017-12-02,20031767,sku_three_499,499,android,F,BRA,25
2484,2017-02-10,20031767,sku_three_499,499,android,F,BRA,25
2485,2017-03-24,20031767,sku_one_199,199,android,F,BRA,25
2486,2017-05-28,20031767,sku_three_499,499,android,F,BRA,25
2487,2017-07-08,20031767,sku_seven_1499,499,android,F,BRA,25
2488,2018-03-17,20031767,sku_three_499,499,android,F,BRA,25
2489,2018-04-13,20031767,sku_one_199,199,android,F,BRA,25
2490,2017-05-15,63431027,sku_eight_2099,99,iOS,M,BRA,17
2491,2017-10-07,63431027,sku_two_299,299,iOS,M,BRA,17
2492,2017-11-07,63431027,sku_one_199,199,iOS,M,BRA,17
2493,2017-11-23,63431027,sku_four_599,599,iOS,M,BRA,17
2494,2018-03-21,63431027,sku_four_599,599,iOS,M,BRA,17
2495,2017-10-28,28634546,sku_two_299,299,iOS,F,USA,23
2496,2017-11-28,28634546,sku_two_299,299,iOS,F,USA,23
2497,2018-01-30,28634546,sku_three_499,499,iOS,F,USA,23
2498,2017-01-06,68728550,sku_seven_1499,499,iOS,M,DEU,32
2499,2017-12-09,68728550,sku_one_199,199,iOS,M,DEU,32
2500,2015-05-13,68728550,sku_eight_2099,99,iOS,M,DEU,32
2501,2015-07-27,68728550,sku_one_199,199,iOS,M,DEU,32
2502,2015-11-20,68728550,sku_one_199,199,iOS,M,DEU,32
2503,2016-01-15,68728550,sku_two_299,299,iOS,M,DEU,32
2504,2016-01-28,68728550,sku_three_499,499,iOS,M,DEU,32
2505,2016-02-22,68728550,sku_eight_2099,99,iOS,M,DEU,32
2506,2016-04-07,68728550,sku_three_499,499,iOS,M,DEU,32
2507,2016-07-28,68728550,sku_two_299,299,iOS,M,DEU,32
2508,2016-09-07,68728550,sku_four_599,599,iOS,M,DEU,32
2509,2016-12-21,68728550,sku_four_599,599,iOS,M,DEU,32
2510,2017-05-31,68728550,sku_four_599,599,iOS,M,DEU,32
2511,2017-07-03,68728550,sku_two_299,299,iOS,M,DEU,32
2512,2017-07-07,68728550,sku_three_499,499,iOS,M,DEU,32
2513,2017-09-13,68728550,sku_three_499,499,iOS,M,DEU,32
2514,2017-11-17,68728550,sku_two_299,299,iOS,M,DEU,32
2515,2016-03-23,74159297,sku_eight_2099,99,iOS,M,FRA,27
2516,2017-02-10,74159297,sku_two_299,299,iOS,M,FRA,27
2517,2018-04-05,74159297,sku_three_499,499,iOS,M,FRA,27
2518,2016-01-05,74159297,sku_three_499,499,iOS,M,FRA,27
2519,2016-05-16,74159297,sku_one_199,199,iOS,M,FRA,27
2520,2017-03-24,74159297,sku_one_199,199,iOS,M,FRA,27
2521,2017-08-29,74159297,sku_four_599,599,iOS,M,FRA,27
2522,2017-02-17,61633909,sku_three_499,499,iOS,F,TUR,17
2523,2017-12-17,61633909,sku_one_199,199,iOS,F,TUR,17
2524,2016-06-16,61633909,sku_three_499,499,iOS,F,TUR,17
2525,2016-06-22,61633909,sku_one_199,199,iOS,F,TUR,17
2526,2017-06-29,61633909,sku_two_299,299,iOS,F,TUR,17
2527,2017-08-15,61633909,sku_three_499,499,iOS,F,TUR,17
2528,2017-08-20,61633909,sku_two_299,299,iOS,F,TUR,17
2529,2018-03-08,61633909,sku_three_499,499,iOS,F,TUR,17
2530,2018-03-14,61633909,sku_three_499,499,iOS,F,TUR,17
2531,2017-07-26,89630600,sku_four_599,599,iOS,F,USA,21
2532,2017-12-08,89630600,sku_two_299,299,iOS,F,USA,21
2533,2017-12-11,89630600,sku_three_499,499,iOS,F,USA,21
2534,2018-02-05,89630600,sku_eight_2099,99,iOS,F,USA,21
2535,2018-02-14,89630600,sku_four_599,599,iOS,F,USA,21
2536,2017-06-20,13768946,sku_two_299,299,android,M,USA,41
2537,2017-12-09,13768946,sku_four_599,599,android,M,USA,41
2538,2018-01-04,13768946,sku_four_599,599,android,M,USA,41
2539,2018-01-09,13768946,sku_three_499,499,android,M,USA,41
2540,2017-03-06,13768946,sku_three_499,499,android,M,USA,41
2541,2017-07-13,13768946,sku_two_299,299,android,M,USA,41
2542,2017-08-17,13768946,sku_seven_1499,499,android,M,USA,41
2543,2017-09-23,13768946,sku_one_199,199,android,M,USA,41
2544,2018-01-31,13768946,sku_one_199,199,android,M,USA,41
2545,2018-04-06,13768946,sku_four_599,599,android,M,USA,41
2546,2016-12-23,17044830,sku_one_199,199,android,F,BRA,18
2547,2017-05-23,17044830,sku_four_599,599,android,F,BRA,18
2548,2017-06-06,17044830,sku_four_599,599,android,F,BRA,18
2549,2017-08-16,17044830,sku_four_599,599,android,F,BRA,18
2550,2017-09-15,17044830,sku_four_599,599,android,F,BRA,18
2551,2017-10-06,17044830,sku_two_299,299,android,F,BRA,18
2552,2018-02-27,17044830,sku_two_299,299,android,F,BRA,18
2553,2018-03-11,17044830,sku_two_299,299,android,F,BRA,18
2554,2018-04-10,17044830,sku_eight_2099,99,android,F,BRA,18
2555,2016-10-10,17044830,sku_six_1299,299,android,F,BRA,18
2556,2016-11-04,17044830,sku_six_1299,299,android,F,BRA,18
2557,2016-11-06,17044830,sku_one_199,199,android,F,BRA,18
2558,2017-09-01,17044830,sku_four_599,599,android,F,BRA,18
2559,2017-11-09,17044830,sku_four_599,599,android,F,BRA,18
2560,2017-11-26,17044830,sku_two_299,299,android,F,BRA,18
2561,2018-02-25,17044830,sku_one_199,199,android,F,BRA,18
2562,2018-03-28,17044830,sku_two_299,299,android,F,BRA,18
2563,2017-12-28,52823314,sku_two_299,299,android,F,BRA,28
2564,2018-04-16,52823314,sku_one_199,199,android,F,BRA,28
2565,2018-04-17,52823314,sku_one_199,199,android,F,BRA,28
2566,2018-01-04,31765520,sku_one_199,199,android,F,CAN,15
2567,2018-04-17,31765520,sku_one_199,199,android,F,CAN,15
2568,2017-06-27,26131064,sku_one_199,199,android,F,USA,19
2569,2017-08-08,26131064,sku_one_199,199,android,F,USA,19
2570,2017-08-16,26131064,sku_four_599,599,android,F,USA,19
2571,2017-08-23,26131064,sku_four_599,599,android,F,USA,19
2572,2017-10-12,26131064,sku_three_499,499,android,F,USA,19
2573,2017-11-24,26131064,sku_three_499,499,android,F,USA,19
2574,2018-03-29,26131064,sku_four_599,599,android,F,USA,19
2575,2016-05-09,61660357,sku_six_1299,299,iOS,F,CAN,29
2576,2016-07-28,61660357,sku_two_299,299,iOS,F,CAN,29
2577,2016-08-24,61660357,sku_four_599,599,iOS,F,CAN,29
2578,2016-10-19,61660357,sku_three_499,499,iOS,F,CAN,29
2579,2016-12-19,61660357,sku_seven_1499,499,iOS,F,CAN,29
2580,2017-11-21,61660357,sku_one_199,199,iOS,F,CAN,29
2581,2018-04-05,61660357,sku_four_599,599,iOS,F,CAN,29
2582,2016-05-24,61660357,sku_seven_1499,499,iOS,F,CAN,29
2583,2016-11-10,61660357,sku_one_199,199,iOS,F,CAN,29
2584,2016-12-23,61660357,sku_two_299,299,iOS,F,CAN,29
2585,2018-02-11,61660357,sku_eight_2099,99,iOS,F,CAN,29
2586,2016-12-23,70953467,sku_two_299,299,android,F,BRA,22
2587,2018-01-29,70953467,sku_seven_1499,499,android,F,BRA,22
2588,2018-04-18,70953467,sku_four_599,599,android,F,BRA,22
2589,2016-12-11,70953467,sku_four_599,599,android,F,BRA,22
2590,2017-01-16,70953467,sku_three_499,499,android,F,BRA,22
2591,2016-03-17,71702706,sku_five_899,899,iOS,M,BRA,17
2592,2016-05-03,71702706,sku_one_199,199,iOS,M,BRA,17
2593,2016-08-01,71702706,sku_four_599,599,iOS,M,BRA,17
2594,2017-04-30,71702706,sku_two_299,299,iOS,M,BRA,17
2595,2017-09-26,71702706,sku_two_299,299,iOS,M,BRA,17
2596,2017-12-04,71702706,sku_two_299,299,iOS,M,BRA,17
2597,2017-09-04,26770198,sku_two_299,299,android,M,BRA,44
2598,2017-10-27,26770198,sku_four_599,599,android,M,BRA,44
2599,2017-12-11,26770198,sku_three_499,499,android,M,BRA,44
2600,2018-03-22,26770198,sku_two_299,299,android,M,BRA,44
2601,2018-04-04,26770198,sku_five_899,899,android,M,BRA,44
2602,2017-07-04,26770198,sku_seven_1499,499,android,M,BRA,44
2603,2017-11-23,26770198,sku_one_199,199,android,M,BRA,44
2604,2017-11-30,26770198,sku_two_299,299,android,M,BRA,44
2605,2018-01-24,82768245,sku_two_299,299,iOS,F,USA,23
2606,2016-03-11,48087396,sku_three_499,499,android,F,USA,20
2607,2016-05-15,48087396,sku_four_599,599,android,F,USA,20
2608,2016-08-30,48087396,sku_two_299,299,android,F,USA,20
2609,2016-09-11,48087396,sku_four_599,599,android,F,USA,20
2610,2017-02-15,48087396,sku_two_299,299,android,F,USA,20
2611,2017-11-15,48087396,sku_two_299,299,android,F,USA,20
2612,2018-02-12,48087396,sku_one_199,199,android,F,USA,20
2613,2018-03-27,48087396,sku_three_499,499,android,F,USA,20
2614,2015-11-11,48087396,sku_one_199,199,android,F,USA,20
2615,2015-12-19,48087396,sku_one_199,199,android,F,USA,20
2616,2016-07-25,48087396,sku_three_499,499,android,F,USA,20
2617,2016-09-13,48087396,sku_two_299,299,android,F,USA,20
2618,2016-09-19,48087396,sku_two_299,299,android,F,USA,20
2619,2016-10-20,48087396,sku_six_1299,299,android,F,USA,20
2620,2016-12-02,48087396,sku_four_599,599,android,F,USA,20
2621,2018-01-23,48087396,sku_two_299,299,android,F,USA,20
2622,2016-12-09,97967386,sku_two_299,299,android,F,BRA,22
2623,2017-01-19,97967386,sku_one_199,199,android,F,BRA,22
2624,2017-05-16,97967386,sku_one_199,199,android,F,BRA,22
2625,2017-09-15,97967386,sku_one_199,199,android,F,BRA,22
2626,2017-10-08,97967386,sku_six_1299,299,android,F,BRA,22
2627,2017-12-04,97967386,sku_three_499,499,android,F,BRA,22
2628,2018-01-06,97967386,sku_two_299,299,android,F,BRA,22
2629,2018-01-11,97967386,sku_five_899,899,android,F,BRA,22
2630,2018-01-19,97967386,sku_three_499,499,android,F,BRA,22
2631,2016-07-22,97967386,sku_four_599,599,android,F,BRA,22
2632,2017-01-31,97967386,sku_six_1299,299,android,F,BRA,22
2633,2017-12-04,97967386,sku_four_599,599,android,F,BRA,22
2634,2018-01-16,97967386,sku_three_499,499,android,F,BRA,22
2635,2018-03-14,97967386,sku_three_499,499,android,F,BRA,22
2636,2017-05-26,44887614,sku_two_299,299,iOS,M,USA,16
2637,2017-11-20,44887614,sku_two_299,299,iOS,M,USA,16
2638,2017-12-08,44887614,sku_two_299,299,iOS,M,USA,16
2639,2017-12-23,44887614,sku_eight_2099,99,iOS,M,USA,16
2640,2018-03-02,44887614,sku_two_299,299,iOS,M,USA,16
2641,2017-02-09,44887614,sku_two_299,299,iOS,M,USA,16
2642,2017-03-26,44887614,sku_eight_2099,99,iOS,M,USA,16
2643,2018-01-21,62177887,sku_five_899,899,iOS,M,BRA,15
2644,2017-01-21,62177887,sku_seven_1499,499,iOS,M,BRA,15
2645,2017-03-22,62177887,sku_five_899,899,iOS,M,BRA,15
2646,2018-03-20,62177887,sku_two_299,299,iOS,M,BRA,15
2647,2015-12-02,21953471,sku_three_499,499,android,M,USA,15
2648,2016-01-24,21953471,sku_one_199,199,android,M,USA,15
2649,2016-02-04,21953471,sku_three_499,499,android,M,USA,15
2650,2016-03-17,21953471,sku_two_299,299,android,M,USA,15
2651,2016-08-20,21953471,sku_four_599,599,android,M,USA,15
2652,2016-09-28,21953471,sku_four_599,599,android,M,USA,15
2653,2016-10-02,21953471,sku_seven_1499,499,android,M,USA,15
2654,2016-12-04,21953471,sku_one_199,199,android,M,USA,15
2655,2016-12-21,21953471,sku_one_199,199,android,M,USA,15
2656,2015-10-04,21953471,sku_four_599,599,android,M,USA,15
2657,2015-12-01,21953471,sku_four_599,599,android,M,USA,15
2658,2016-04-03,21953471,sku_two_299,299,android,M,USA,15
2659,2016-05-12,21953471,sku_two_299,299,android,M,USA,15
2660,2016-07-17,21953471,sku_three_499,499,android,M,USA,15
2661,2016-10-02,21953471,sku_four_599,599,android,M,USA,15
2662,2016-12-29,21953471,sku_two_299,299,android,M,USA,15
2663,2017-04-29,21953471,sku_eight_2099,99,android,M,USA,15
2664,2017-11-23,21953471,sku_eight_2099,99,android,M,USA,15
2665,2017-12-21,21953471,sku_two_299,299,android,M,USA,15
