uid,reg_date,device,gender,country,age
96720115.0,2017-10-17,and,M,DEU,17
99212950.0,2017-02-02,and,M,TUR,15
94081209.0,2017-09-03,and,M,USA,21
61620019.0,2016-11-20,and,F,USA,20
45615472.0,2017-12-20,and,M,CAN,28
81129351.0,2018-03-09,and,M,USA,16
97092786.0,2015-04-14,and,M,DEU,16
56041272.0,2017-04-30,and,M,BRA,37
81280310.0,2017-11-21,and,M,BRA,21
46072893.0,2018-02-09,iOS,F,FRA,15
19021521.0,2015-11-29,and,M,USA,22
26808639.0,2017-11-27,iOS,M,FRA,17
68963092.0,2018-02-22,iOS,M,USA,19
90900123.0,2017-02-27,and,F,DEU,28
82238809.0,2016-07-21,and,F,USA,52
54018626.0,2017-04-25,iOS,F,USA,60
65055460.0,2017-10-18,and,F,USA,38
53459487.0,2018-01-26,and,F,BRA,30
20070782.0,2017-08-03,and,M,USA,15
64336544.0,2016-12-04,and,F,BRA,43
84796616.0,2016-10-28,and,M,USA,21
53555256.0,2017-08-18,and,F,USA,33
40147534.0,2017-09-09,iOS,F,USA,26
13177183.0,2018-01-03,and,F,DEU,67
47968281.0,2016-12-07,iOS,F,CAN,30
41081440.0,2017-10-07,iOS,M,USA,31
67652234.0,2018-01-12,and,M,BRA,19
62661186.0,2016-01-08,and,M,USA,15
16820205.0,2016-06-13,and,F,BRA,51
78046612.0,2017-12-22,iOS,F,USA,17
20872115.0,2018-03-15,iOS,M,USA,18
79943596.0,2017-04-22,and,M,USA,41
82951041.0,2018-02-03,and,F,USA,25
46362481.0,2018-03-06,iOS,F,BRA,20
34452902.0,2017-05-21,and,M,DEU,24
38875862.0,2017-03-28,and,M,TUR,18
92921275.0,2017-07-01,and,F,USA,15
16838485.0,2017-01-31,iOS,M,USA,15
11424304.0,2015-09-20,iOS,M,BRA,18
90383091.0,2017-11-01,iOS,M,USA,34
41365756.0,2017-12-17,iOS,F,DEU,36
59650076.0,2018-03-18,and,M,BRA,35
81331323.0,2017-08-30,and,F,BRA,15
67099286.0,2018-02-01,and,F,TUR,26
57659045.0,2017-12-03,and,F,FRA,38
51039685.0,2018-03-15,and,F,USA,20
33249889.0,2017-11-21,iOS,F,DEU,21
96049172.0,2017-07-06,and,M,USA,15
33268456.0,2016-11-16,and,M,DEU,22
57257723.0,2018-02-16,and,F,USA,36
58770762.0,2017-09-19,and,M,CAN,15
48978856.0,2018-02-02,and,M,USA,46
87785496.0,2017-12-07,iOS,M,USA,18
90427704.0,2017-01-08,and,F,BRA,22
90628383.0,2017-02-05,and,M,USA,24
34603810.0,2016-05-26,iOS,M,USA,19
87497320.0,2018-02-03,and,F,USA,21
42861641.0,2018-02-28,and,M,USA,27
67121776.0,2017-05-31,and,F,BRA,18
92141798.0,2018-03-16,iOS,F,TUR,30
69244734.0,2018-03-14,and,F,USA,20
87717133.0,2017-06-10,iOS,F,USA,35
35440588.0,2017-06-13,and,F,FRA,16
77254505.0,2017-08-18,iOS,M,USA,22
14741328.0,2018-02-01,and,F,USA,15
64817401.0,2018-02-20,and,M,USA,28
12379790.0,2016-12-03,and,M,USA,22
34901727.0,2016-12-18,and,M,USA,24
59608423.0,2016-04-16,iOS,F,USA,17
51272710.0,2018-03-14,and,M,USA,55
49126652.0,2016-11-25,and,F,BRA,16
59376251.0,2018-01-06,and,F,USA,15
41991707.0,2018-01-05,and,M,CAN,15
29320707.0,2015-11-04,iOS,M,TUR,28
16739041.0,2017-07-23,iOS,F,DEU,20
67127474.0,2017-06-30,iOS,F,BRA,23
84949458.0,2016-05-07,iOS,M,BRA,30
22287161.0,2017-11-29,and,F,BRA,20
43444487.0,2017-02-04,iOS,F,FRA,25
25227255.0,2017-04-22,iOS,F,TUR,18
25649039.0,2016-07-12,iOS,F,CAN,16
44689818.0,2016-04-02,and,M,USA,15
15559781.0,2015-12-21,iOS,M,USA,42
63779646.0,2018-02-04,and,M,TUR,27
63940017.0,2016-09-13,iOS,F,USA,18
62215632.0,2017-01-10,iOS,F,USA,15
12262768.0,2017-07-23,and,F,BRA,20
59153117.0,2018-01-28,and,F,USA,29
51945949.0,2017-11-25,and,M,BRA,35
95328540.0,2017-05-11,iOS,F,USA,28
69656219.0,2017-06-11,and,M,BRA,18
40428172.0,2018-02-11,and,F,BRA,16
71858167.0,2016-02-26,and,F,USA,18
27514209.0,2015-10-14,and,F,DEU,24
55905843.0,2016-09-09,and,F,FRA,22
52540733.0,2017-11-06,iOS,M,BRA,22
27008741.0,2017-11-16,and,M,USA,19
98867917.0,2018-03-18,iOS,M,FRA,46
46405617.0,2017-12-20,iOS,F,BRA,16
15329473.0,2017-04-25,iOS,M,USA,25
16572949.0,2016-05-27,iOS,M,BRA,28
97200928.0,2018-01-24,iOS,M,BRA,22
70698364.0,2017-08-17,iOS,F,USA,26
23541760.0,2017-02-14,and,M,BRA,22
12772658.0,2018-01-28,iOS,F,BRA,18
27403258.0,2017-07-07,iOS,M,USA,75
17584045.0,2017-11-20,and,F,BRA,15
94335337.0,2017-07-12,and,F,USA,17
88130344.0,2017-10-24,and,M,USA,19
38369310.0,2016-07-25,and,M,BRA,32
93447886.0,2017-07-28,and,M,USA,21
74930120.0,2016-09-27,and,F,FRA,15
83113231.0,2015-09-08,iOS,F,TUR,20
57884596.0,2017-10-17,and,F,BRA,28
35747771.0,2016-06-10,and,F,BRA,15
22409102.0,2017-01-08,and,F,BRA,19
18868058.0,2015-02-15,iOS,M,DEU,16
68105460.0,2017-03-14,and,F,FRA,26
41938837.0,2016-12-26,and,F,USA,41
53743070.0,2017-05-06,and,F,USA,16
53762555.0,2018-03-04,and,F,TUR,20
86748318.0,2016-06-13,and,F,USA,50
97521162.0,2017-06-09,and,F,TUR,37
61312120.0,2017-12-15,and,M,DEU,18
20160733.0,2017-02-02,iOS,M,BRA,16
91217768.0,2017-09-09,iOS,F,USA,34
44940672.0,2017-08-31,iOS,M,BRA,19
41892580.0,2016-12-31,and,M,TUR,46
65638076.0,2017-12-09,and,F,USA,18
42583949.0,2017-08-04,and,M,BRA,15
67841020.0,2018-02-05,and,F,USA,23
12144950.0,2018-02-20,and,M,CAN,25
47609502.0,2018-02-11,iOS,M,BRA,26
99822597.0,2017-06-07,and,M,BRA,24
41077680.0,2017-10-13,iOS,F,USA,15
77331997.0,2017-06-03,and,M,BRA,23
99092957.0,2018-03-03,iOS,M,USA,16
28142815.0,2018-01-20,iOS,M,BRA,20
78003926.0,2016-08-23,and,F,TUR,20
22031009.0,2018-02-26,and,M,BRA,16
97676142.0,2018-01-11,and,F,BRA,16
70355495.0,2017-08-05,and,M,USA,30
86326910.0,2018-02-20,and,M,USA,20
20737349.0,2018-02-14,and,M,DEU,18
39492470.0,2017-08-16,iOS,F,USA,21
63350576.0,2016-04-15,iOS,F,USA,20
73580069.0,2017-11-05,iOS,F,BRA,44
31202029.0,2016-05-15,iOS,M,USA,15
94700797.0,2017-12-10,and,F,BRA,56
40461342.0,2017-12-04,iOS,F,USA,42
28486930.0,2017-12-01,and,M,USA,16
96410142.0,2017-07-23,iOS,M,USA,27
20510671.0,2015-03-04,and,M,TUR,25
39101211.0,2018-02-21,and,M,BRA,37
80375795.0,2017-09-28,and,M,BRA,54
47475278.0,2017-06-04,iOS,F,USA,27
45689507.0,2017-11-19,iOS,M,DEU,31
87498653.0,2018-03-11,and,M,USA,16
66992812.0,2016-02-12,and,F,USA,21
26332190.0,2017-04-27,iOS,F,BRA,15
91467598.0,2017-11-14,and,M,DEU,29
85204662.0,2015-05-29,and,M,BRA,17
24960047.0,2018-02-17,and,F,BRA,19
90764232.0,2017-02-24,iOS,M,BRA,32
38350039.0,2017-12-03,and,F,USA,39
96715633.0,2015-09-19,and,M,DEU,23
73530931.0,2016-12-04,iOS,F,BRA,29
16338168.0,2018-02-02,and,M,BRA,28
23934424.0,2018-01-23,and,M,USA,19
15054049.0,2017-08-01,and,F,USA,18
11324926.0,2017-02-16,and,M,USA,18
76759698.0,2017-06-02,and,M,BRA,26
73687582.0,2016-02-16,and,F,USA,15
24641960.0,2017-12-09,and,F,USA,31
96713717.0,2017-12-04,and,F,USA,21
95842914.0,2017-04-11,and,M,USA,57
57644638.0,2017-04-06,and,F,USA,20
64362509.0,2016-12-21,and,F,BRA,26
94229360.0,2016-12-08,iOS,F,BRA,17
78020783.0,2017-09-02,and,F,FRA,27
19292761.0,2017-07-13,iOS,F,BRA,26
40087566.0,2016-06-03,and,M,BRA,30
28769622.0,2017-04-19,iOS,M,USA,17
43375762.0,2018-02-28,iOS,M,USA,19
68040604.0,2018-02-08,and,M,USA,15
29077003.0,2017-12-03,iOS,M,BRA,26
55990482.0,2015-11-30,iOS,F,BRA,38
84060096.0,2018-02-04,iOS,F,BRA,35
47390645.0,2018-01-21,and,M,USA,52
61020507.0,2016-06-29,and,F,USA,24
95236087.0,2018-03-01,and,M,BRA,16
19725021.0,2018-03-04,and,M,USA,15
49118379.0,2018-01-13,and,F,BRA,26
87394320.0,2017-09-05,and,F,DEU,20
59220428.0,2016-09-23,and,M,USA,19
78667654.0,2018-02-04,iOS,M,USA,21
63778265.0,2017-11-12,iOS,F,TUR,20
83773656.0,2016-01-12,and,M,FRA,18
64445417.0,2017-02-24,and,F,BRA,15
28085818.0,2017-04-23,iOS,M,USA,29
20996864.0,2017-02-02,iOS,F,USA,17
32064513.0,2017-05-18,and,F,USA,24
37528387.0,2016-10-27,iOS,F,BRA,43
29964997.0,2017-12-30,iOS,F,USA,28
26501445.0,2017-06-26,iOS,F,BRA,38
31461467.0,2015-12-08,and,M,DEU,24
41875970.0,2016-11-20,and,M,BRA,16
90705483.0,2017-08-08,iOS,M,BRA,28
69338272.0,2017-09-19,and,M,CAN,22
83947073.0,2017-12-11,and,F,USA,15
16453832.0,2016-11-20,and,F,USA,15
99688247.0,2017-03-16,and,M,TUR,15
66024312.0,2017-07-28,iOS,F,USA,24
37104227.0,2017-07-30,and,M,BRA,19
24390376.0,2017-07-22,and,M,USA,16
57215158.0,2018-01-10,iOS,F,TUR,32
50523428.0,2017-12-14,iOS,M,BRA,20
49606796.0,2017-03-26,and,M,FRA,20
96209405.0,2017-12-10,and,M,BRA,19
34103696.0,2018-01-18,and,F,USA,26
29879305.0,2018-01-10,iOS,M,USA,15
88386128.0,2017-07-24,and,F,USA,20
98459517.0,2016-06-08,and,F,DEU,59
25648326.0,2017-03-28,and,F,BRA,21
54011500.0,2018-03-08,iOS,M,TUR,42
46716550.0,2017-04-03,iOS,F,USA,19
52240452.0,2018-03-10,and,F,TUR,17
90332766.0,2015-08-10,and,F,DEU,19
75469251.0,2017-10-24,and,M,USA,25
49487461.0,2017-08-05,iOS,F,BRA,17
46145825.0,2016-05-11,and,M,USA,34
54590455.0,2015-12-16,and,F,CAN,39
43413916.0,2017-10-25,and,M,TUR,28
62304235.0,2016-12-21,iOS,M,USA,45
38407435.0,2018-02-08,and,M,BRA,30
91158976.0,2017-06-08,iOS,F,DEU,16
80186826.0,2017-01-21,and,F,USA,21
60558957.0,2016-11-15,and,F,USA,15
26692574.0,2017-05-17,and,F,USA,22
17928742.0,2016-07-06,and,M,FRA,19
67781120.0,2015-11-22,and,F,USA,48
29238064.0,2015-12-16,iOS,M,BRA,40
99868954.0,2018-03-15,and,M,FRA,21
44043042.0,2017-02-28,and,M,USA,18
20663190.0,2017-12-17,iOS,M,BRA,29
76274868.0,2016-07-18,and,F,USA,27
76757696.0,2017-05-17,and,M,USA,37
78567728.0,2017-07-24,and,F,CAN,22
82614648.0,2016-03-20,and,F,USA,21
67520117.0,2017-04-02,and,M,DEU,22
70020082.0,2018-03-03,and,M,BRA,18
28858763.0,2015-12-01,iOS,M,FRA,23
78446014.0,2016-11-06,iOS,M,USA,18
35846519.0,2017-07-30,iOS,F,BRA,28
39420744.0,2016-03-17,iOS,F,USA,18
22677717.0,2018-01-26,iOS,M,USA,17
75283981.0,2016-07-16,and,M,DEU,18
41304242.0,2018-02-14,and,F,USA,26
27532788.0,2017-06-18,and,F,TUR,15
98121905.0,2016-11-16,iOS,M,BRA,24
13076253.0,2017-02-16,iOS,F,USA,20
64095506.0,2017-07-01,iOS,F,USA,17
19524391.0,2017-12-27,and,M,BRA,26
98501896.0,2016-06-15,and,M,BRA,20
57134041.0,2017-11-03,iOS,F,USA,18
35273693.0,2016-06-27,iOS,F,USA,45
97415507.0,2017-12-19,and,F,DEU,20
96917686.0,2015-11-03,iOS,F,USA,21
86861714.0,2016-05-23,iOS,M,FRA,29
92085418.0,2018-03-12,iOS,M,USA,20
58287351.0,2018-03-02,iOS,M,USA,40
65206512.0,2016-05-12,iOS,M,TUR,23
11639665.0,2017-11-04,and,F,USA,68
81727133.0,2016-05-16,and,M,USA,35
43289325.0,2018-03-14,iOS,F,BRA,18
85938556.0,2016-08-27,and,F,DEU,18
18142188.0,2018-01-08,and,F,USA,24
26365200.0,2017-01-27,and,F,USA,19
26654580.0,2016-04-07,and,M,USA,21
70690011.0,2018-03-13,and,M,BRA,15
29425861.0,2016-11-19,and,M,USA,28
26445973.0,2015-07-23,iOS,M,DEU,23
68803590.0,2015-12-27,iOS,F,USA,20
44219098.0,2017-04-28,iOS,M,USA,16
86601899.0,2018-02-24,iOS,F,BRA,25
37682650.0,2018-03-12,and,M,DEU,26
18470617.0,2015-08-18,iOS,F,BRA,16
72127717.0,2018-03-02,iOS,M,TUR,20
76862717.0,2017-08-11,iOS,M,DEU,23
50155119.0,2017-11-05,and,M,USA,21
76312606.0,2018-01-12,and,M,USA,21
92350179.0,2017-12-14,and,F,CAN,28
26968609.0,2016-09-02,iOS,M,BRA,19
84160914.0,2016-05-30,and,M,FRA,22
58251682.0,2016-12-26,and,F,BRA,20
99809200.0,2015-12-19,and,M,USA,34
67829529.0,2017-07-11,and,F,DEU,21
98188241.0,2017-01-20,iOS,F,USA,48
17866145.0,2018-02-19,and,F,TUR,18
32310947.0,2017-06-09,iOS,F,USA,16
26899062.0,2017-07-02,iOS,M,USA,29
48606943.0,2018-01-03,and,F,USA,45
80440149.0,2016-12-24,and,M,USA,28
47634888.0,2016-04-24,and,F,BRA,42
28584103.0,2017-08-31,and,F,USA,15
64537099.0,2018-02-19,and,F,USA,15
99047733.0,2015-10-18,and,F,USA,18
46076948.0,2018-02-18,and,M,CAN,22
89205955.0,2018-03-09,and,F,TUR,19
55426604.0,2018-01-17,and,F,BRA,16
61637030.0,2018-03-18,and,M,TUR,55
57006500.0,2017-12-05,iOS,F,USA,41
22251461.0,2018-01-04,and,M,USA,16
63983996.0,2018-01-27,iOS,M,USA,24
14705588.0,2018-01-06,and,F,BRA,16
63371108.0,2017-09-01,iOS,M,CAN,18
23460829.0,2017-06-10,and,M,FRA,22
75221173.0,2017-08-30,and,F,TUR,17
82630002.0,2017-06-27,and,M,BRA,31
37634281.0,2017-05-05,and,F,BRA,16
82065495.0,2017-05-05,iOS,F,BRA,17
16436396.0,2018-03-05,iOS,M,FRA,16
86605537.0,2017-07-01,iOS,F,USA,27
62287112.0,2015-12-26,and,M,BRA,68
68182735.0,2017-02-16,and,F,BRA,24
27457968.0,2015-11-05,and,F,DEU,41
78595808.0,2018-02-13,and,F,USA,24
84821655.0,2017-07-19,and,M,TUR,40
90200215.0,2017-12-23,and,F,FRA,15
80471694.0,2015-08-23,iOS,M,BRA,17
30519258.0,2018-03-12,and,M,BRA,46
37985424.0,2018-02-25,iOS,M,USA,21
27737450.0,2018-02-13,and,M,BRA,20
56653666.0,2015-12-20,and,F,DEU,24
52029755.0,2018-01-01,and,M,DEU,24
55178531.0,2015-07-01,and,F,USA,18
93798786.0,2017-05-01,iOS,M,BRA,23
47341605.0,2017-11-22,iOS,F,USA,51
19173850.0,2017-10-09,and,F,CAN,18
83047732.0,2018-02-23,iOS,M,USA,28
21291201.0,2016-03-28,iOS,F,DEU,33
44566066.0,2017-05-28,and,F,USA,30
92746627.0,2015-06-09,and,F,USA,21
69281859.0,2017-08-01,and,M,BRA,40
59825743.0,2016-06-11,iOS,F,USA,22
84806726.0,2017-07-18,and,M,BRA,17
13259669.0,2015-12-12,iOS,F,BRA,15
62557041.0,2017-03-19,and,M,BRA,16
66102708.0,2017-11-29,and,F,TUR,42
34671141.0,2017-05-14,and,M,BRA,36
62391268.0,2015-10-07,iOS,M,TUR,18
12912410.0,2018-01-27,and,M,DEU,17
20447426.0,2016-10-19,and,M,DEU,17
39265976.0,2016-11-08,iOS,F,TUR,19
20566770.0,2017-04-03,and,F,USA,38
63140976.0,2017-12-07,iOS,F,BRA,20
63170446.0,2018-03-12,iOS,M,USA,16
28187533.0,2017-03-02,and,F,BRA,19
70041350.0,2017-04-07,and,M,BRA,31
97969776.0,2017-04-12,iOS,M,FRA,25
26759325.0,2017-09-27,and,F,USA,36
19673783.0,2016-10-24,iOS,F,BRA,18
92241812.0,2017-02-15,and,F,BRA,17
82782583.0,2017-08-31,iOS,M,USA,34
25873922.0,2017-04-25,iOS,M,BRA,15
67173671.0,2018-03-17,and,F,BRA,23
94691438.0,2017-03-22,iOS,M,TUR,16
73839810.0,2017-10-22,and,F,BRA,21
12176615.0,2018-01-23,iOS,M,BRA,44
85700395.0,2016-09-01,and,M,DEU,23
67551049.0,2016-03-23,iOS,M,USA,37
58052414.0,2017-10-05,iOS,F,USA,17
50413190.0,2017-01-10,and,F,DEU,17
26958268.0,2016-10-12,iOS,F,BRA,15
95716115.0,2017-07-04,and,F,USA,23
67683580.0,2016-08-05,and,M,DEU,22
32572607.0,2017-04-06,iOS,F,USA,18
22353503.0,2017-03-17,and,M,DEU,33
72693562.0,2018-02-27,iOS,M,USA,32
61174706.0,2018-03-13,iOS,M,BRA,28
60257661.0,2018-03-10,and,M,FRA,16
13482448.0,2018-01-11,iOS,M,BRA,17
88759097.0,2016-05-11,and,F,DEU,34
30973318.0,2017-09-01,and,F,USA,20
41583500.0,2017-10-05,iOS,M,USA,19
43059421.0,2017-03-12,iOS,F,USA,19
32604111.0,2018-01-16,and,F,DEU,23
59266157.0,2016-12-01,and,M,BRA,17
35480659.0,2017-10-10,iOS,F,BRA,31
23009607.0,2017-12-13,iOS,F,USA,19
70589258.0,2015-05-22,and,F,DEU,33
57899823.0,2017-07-26,and,F,BRA,15
55442430.0,2017-10-18,and,F,USA,20
48902855.0,2017-10-10,iOS,M,BRA,23
54817666.0,2017-10-31,iOS,M,USA,25
41824631.0,2017-07-16,iOS,M,BRA,20
95570606.0,2017-03-22,and,F,USA,18
97126011.0,2016-09-09,and,M,USA,48
83759297.0,2018-02-01,iOS,M,FRA,20
58305203.0,2017-05-16,iOS,F,BRA,22
53992590.0,2017-01-01,iOS,F,USA,50
94061381.0,2017-04-18,iOS,F,TUR,29
41486402.0,2017-12-24,and,M,USA,16
59340473.0,2017-02-11,iOS,M,BRA,18
68460967.0,2017-11-23,and,F,USA,18
50708714.0,2015-03-19,and,F,USA,31
65613579.0,2017-09-26,iOS,F,TUR,17
71094071.0,2017-03-29,iOS,F,USA,21
28586240.0,2017-06-03,iOS,F,BRA,16
36286598.0,2018-02-16,and,F,BRA,29
91554350.0,2017-10-20,iOS,M,DEU,25
85021404.0,2017-11-26,iOS,M,USA,15
88628735.0,2017-03-24,iOS,M,CAN,16
95501483.0,2016-03-12,iOS,F,USA,15
97612438.0,2017-11-18,iOS,F,USA,26
84657339.0,2016-02-26,and,F,USA,26
53703608.0,2017-04-03,iOS,M,FRA,20
85044473.0,2017-08-22,and,F,TUR,23
80419721.0,2018-01-24,iOS,F,TUR,17
94484065.0,2017-06-17,iOS,F,TUR,20
55826445.0,2017-12-13,and,M,USA,51
90296920.0,2017-12-12,and,F,CAN,16
59459026.0,2015-11-01,iOS,F,USA,18
48703910.0,2017-01-25,iOS,M,DEU,20
17411217.0,2018-03-18,iOS,M,USA,16
61100865.0,2017-07-10,iOS,M,BRA,22
31048850.0,2017-05-13,and,M,USA,17
60952188.0,2018-02-26,and,F,DEU,17
94026994.0,2017-06-16,iOS,F,FRA,21
67378891.0,2018-02-03,iOS,F,USA,16
37815507.0,2016-12-01,and,M,USA,40
78028573.0,2017-05-05,and,M,USA,16
37296223.0,2016-12-13,and,F,BRA,16
86005432.0,2017-11-04,iOS,F,DEU,19
33962289.0,2016-06-28,and,M,FRA,30
76818756.0,2017-06-27,and,M,USA,21
60312219.0,2017-01-30,and,F,FRA,16
58282519.0,2017-09-25,and,M,USA,31
58253441.0,2017-02-27,and,M,BRA,21
64193135.0,2017-10-12,and,F,USA,25
54601318.0,2018-01-20,iOS,F,USA,30
77108259.0,2018-02-20,and,M,USA,23
15380478.0,2017-11-26,and,M,USA,25
46524343.0,2018-03-08,and,F,BRA,24
59409651.0,2017-02-21,iOS,F,DEU,24
77391163.0,2016-08-07,and,M,BRA,18
52800944.0,2016-05-27,and,M,BRA,19
86549184.0,2016-12-02,and,M,BRA,28
45453083.0,2017-12-14,iOS,F,DEU,16
70188650.0,2018-03-07,iOS,M,USA,16
55556930.0,2018-02-03,and,F,USA,16
76325879.0,2017-12-19,iOS,M,BRA,28
85987234.0,2017-05-07,iOS,F,USA,16
67027778.0,2016-08-25,and,F,USA,18
16609781.0,2017-12-02,iOS,F,BRA,25
69284766.0,2017-07-31,and,F,TUR,21
23579572.0,2016-09-17,and,F,TUR,19
93293932.0,2017-11-22,and,M,USA,18
49056989.0,2017-12-23,iOS,M,USA,16
58386265.0,2017-10-21,and,F,USA,16
56660718.0,2016-09-01,iOS,F,BRA,15
85668181.0,2018-03-16,and,F,FRA,42
65353459.0,2017-12-01,iOS,F,DEU,19
66345673.0,2015-09-01,iOS,M,USA,29
72907679.0,2017-09-14,iOS,M,USA,17
70676552.0,2017-07-21,iOS,M,BRA,22
34598066.0,2018-03-12,and,M,DEU,29
31901567.0,2017-08-03,and,M,USA,17
67892072.0,2018-02-22,and,M,USA,33
82301715.0,2017-08-20,and,F,FRA,18
32552965.0,2016-08-19,iOS,M,DEU,23
36668736.0,2017-12-03,and,F,USA,20
80113745.0,2017-04-08,iOS,M,USA,18
24586979.0,2017-11-04,iOS,M,DEU,21
39889296.0,2017-09-19,and,F,TUR,37
32319647.0,2015-12-04,iOS,M,BRA,15
44433688.0,2017-11-26,iOS,M,USA,17
99119854.0,2015-07-09,and,M,BRA,24
74252856.0,2016-01-29,and,M,USA,27
15388881.0,2016-05-31,iOS,F,USA,23
36271446.0,2017-11-19,iOS,F,BRA,16
87710630.0,2016-07-04,and,F,FRA,19
17662484.0,2016-03-14,and,M,TUR,18
23938946.0,2017-12-25,iOS,F,TUR,23
51552912.0,2017-11-16,and,M,USA,52
81744292.0,2017-06-11,and,M,DEU,16
39705237.0,2017-08-10,and,F,DEU,30
37980903.0,2017-11-10,and,M,CAN,34
35260853.0,2017-11-03,and,M,USA,20
51621347.0,2017-05-10,and,F,BRA,38
73770196.0,2017-05-05,iOS,F,USA,22
67078673.0,2017-09-06,and,F,USA,25
63965243.0,2017-08-25,and,M,BRA,16
54371652.0,2017-01-16,iOS,M,BRA,23
86980486.0,2018-03-18,and,M,DEU,51
67700679.0,2018-02-18,iOS,M,DEU,16
45258205.0,2018-02-27,iOS,M,BRA,31
53601561.0,2017-12-12,and,M,TUR,17
36112508.0,2016-03-07,iOS,M,FRA,22
20219301.0,2017-11-29,iOS,M,BRA,48
17881509.0,2018-01-22,iOS,M,BRA,15
63845622.0,2017-12-14,and,M,FRA,22
81253151.0,2017-05-07,and,M,TUR,50
11754324.0,2017-04-29,iOS,F,BRA,28
39754540.0,2018-02-25,iOS,M,DEU,16
27115877.0,2017-04-20,and,F,USA,42
48689790.0,2017-02-15,iOS,M,USA,16
43502475.0,2016-10-25,and,M,TUR,22
30572007.0,2016-10-20,and,F,BRA,18
88213879.0,2017-09-10,and,F,BRA,17
43790193.0,2017-09-21,and,M,USA,33
73244072.0,2016-12-30,and,F,USA,22
63562863.0,2018-02-23,and,M,TUR,32
18634303.0,2017-03-26,and,M,USA,15
19246096.0,2017-02-08,and,M,USA,33
75041453.0,2016-01-07,iOS,F,CAN,46
73195477.0,2017-08-12,iOS,M,USA,16
63997295.0,2016-09-08,and,M,USA,18
16904713.0,2016-01-06,iOS,F,USA,33
43565269.0,2016-10-02,iOS,F,DEU,23
40879487.0,2017-02-28,and,M,USA,16
12133767.0,2017-02-21,iOS,M,USA,15
67197124.0,2018-02-08,iOS,M,USA,19
62029237.0,2016-06-11,iOS,M,USA,22
38403263.0,2017-12-02,iOS,M,USA,18
33724681.0,2016-10-16,iOS,M,USA,21
97913168.0,2017-12-20,iOS,M,USA,15
83384624.0,2017-11-19,iOS,F,DEU,16
14897204.0,2016-02-12,and,M,DEU,15
53525321.0,2017-10-07,and,M,USA,16
89614459.0,2018-03-06,iOS,F,TUR,22
40449006.0,2017-08-01,iOS,F,USA,21
92382035.0,2018-03-02,and,M,BRA,15
98362383.0,2018-02-13,and,F,DEU,33
41648736.0,2018-03-01,and,M,USA,26
16453634.0,2018-02-24,iOS,F,USA,15
99235153.0,2017-01-21,and,M,USA,16
40784380.0,2016-04-26,iOS,M,BRA,21
94173538.0,2016-04-19,and,M,BRA,22
64551057.0,2016-04-30,and,F,USA,17
17728098.0,2016-08-07,and,F,BRA,25
49404807.0,2016-08-09,iOS,F,TUR,65
63727234.0,2017-03-31,iOS,F,DEU,22
42457816.0,2016-09-13,iOS,M,TUR,24
82843244.0,2017-07-14,iOS,M,BRA,20
59311673.0,2017-12-21,and,M,DEU,19
71239669.0,2016-11-06,iOS,F,USA,18
65682953.0,2017-11-13,and,M,USA,31
14779456.0,2018-02-24,iOS,F,FRA,27
44030110.0,2018-02-01,and,M,DEU,33
63812690.0,2017-01-08,and,M,USA,25
40376531.0,2016-11-18,and,M,USA,45
96350872.0,2016-01-15,and,F,BRA,36
34512946.0,2016-04-21,and,F,TUR,19
51947851.0,2017-08-20,and,M,USA,24
12244992.0,2018-01-03,iOS,M,CAN,15
66899750.0,2016-04-22,iOS,F,USA,43
17253027.0,2015-03-21,and,F,USA,23
24441869.0,2018-03-11,iOS,M,USA,17
37906482.0,2017-11-13,iOS,M,TUR,15
40280088.0,2016-06-07,and,M,USA,23
42450260.0,2017-10-25,and,F,BRA,27
17449554.0,2018-01-17,and,M,DEU,17
55756921.0,2017-08-11,and,F,BRA,15
83038944.0,2017-01-18,and,F,FRA,23
14333740.0,2017-03-30,and,F,TUR,19
29894553.0,2018-03-04,iOS,M,USA,24
78709938.0,2018-01-25,and,F,FRA,16
25144787.0,2017-07-30,iOS,M,BRA,19
12049442.0,2018-02-02,iOS,F,TUR,55
18885978.0,2017-04-25,iOS,F,BRA,17
25965154.0,2018-01-27,iOS,M,USA,26
40701321.0,2016-12-15,iOS,F,USA,19
56283430.0,2017-08-09,iOS,M,FRA,15
29052895.0,2018-03-09,iOS,M,DEU,16
37454547.0,2017-09-27,iOS,F,BRA,21
17831656.0,2017-12-19,iOS,M,USA,17
66381047.0,2015-08-21,and,M,USA,27
43271202.0,2017-12-24,iOS,M,CAN,21
11843312.0,2018-02-15,iOS,F,DEU,34
31614208.0,2017-09-24,iOS,M,DEU,22
25471558.0,2018-01-29,iOS,F,DEU,31
78288666.0,2017-08-06,and,F,USA,33
70365580.0,2017-07-20,iOS,F,USA,15
96326168.0,2017-03-02,iOS,F,USA,20
31628716.0,2015-08-31,and,F,USA,18
89599096.0,2017-07-24,and,F,FRA,28
28741894.0,2016-04-23,and,F,CAN,16
99125539.0,2018-02-23,and,F,BRA,21
37396218.0,2016-07-05,iOS,M,USA,36
20216729.0,2017-09-25,iOS,F,TUR,29
32864901.0,2016-08-01,iOS,F,USA,38
72835459.0,2017-08-30,iOS,F,USA,17
90547522.0,2017-11-24,and,M,TUR,22
99039300.0,2017-05-13,and,F,USA,58
43998291.0,2017-05-30,iOS,F,USA,27
59666879.0,2016-09-12,and,F,BRA,20
